Date and Time: 2026-02-12 11:13:44
Approximate Polling Time: 100 ms
Comments: No comments provided
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
0.0,7.0,3.509,34.61041,34.33401,34.14737,33.98105,33.86761,33.86111,34.01047,33.99725
0.05382418632507324,7.0,3.506,34.63385,34.34467,34.1546,33.98846,33.87109,33.86206,34.01105,33.99741
0.11467313766479492,7.0,3.505,34.64911,34.35236,34.16074,33.99194,33.8736,33.86346,34.01184,33.99612
0.19179415702819824,7.0,3.503,34.67566,34.36493,34.1673,33.9975,33.87888,33.86774,34.01294,33.99545
0.2659280300140381,7.0,3.499,34.69339,34.37357,34.17426,34.0014,33.88193,33.86844,34.01337,33.99643
0.34136509895324707,7.0,3.498,34.72089,34.38809,34.18237,34.00946,33.88486,33.86981,34.01456,33.99695
0.4172241687774658,7.0,3.496,34.73938,34.39825,34.18903,34.01321,33.88776,33.87119,34.0155,33.99799
0.4933512210845947,7.0,3.493,34.76929,34.41309,34.1983,34.01959,33.89322,33.87476,34.01578,33.99716
0.5662961006164551,7.0,3.49,34.78973,34.42426,34.2045,34.02414,33.896,33.87622,34.01675,33.99771
0.6420440673828125,7.0,3.488,34.82025,34.44177,34.21564,34.03,33.89902,33.87796,34.01959,33.99939
0.7193300724029541,7.0,3.486,34.84326,34.45282,34.21939,34.03552,33.90247,33.87985,34.01999,33.99957
0.7964282035827637,7.0,3.485,34.87296,34.47043,34.22992,34.04321,33.90787,33.88336,34.01968,33.99921
0.8714230060577393,7.0,3.482,34.8941,34.48151,34.23938,34.04785,33.90997,33.88443,34.02118,33.99985
0.9475910663604736,7.0,3.481,34.92828,34.50159,34.25082,34.05341,33.91437,33.88715,34.02524,33.99988
1.0221600532531738,7.0,3.478,34.94958,34.51532,34.25931,34.05811,33.91702,33.88901,34.02493,34.00049
1.0977530479431152,7.0,3.477,34.98138,34.53403,34.2709,34.06793,33.92203,33.89087,34.02487,34.00262
1.1737110614776611,7.0,3.475,35.00427,34.54785,34.27908,34.07343,33.9259,33.89331,34.02682,34.00284
